"CONAME","lat","long","NAICS6","NAICSD","sales_M","employees","PUBPRV","HDBRCH","is_hq","STATE","STCITY","year"
"Giroux Consultants Ltd",49.314912,-122.997936,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"BC","North Vancouver",2022
"Marc 3 Design",49.2793394622887,-123.041048895969,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"BC","Vancouver",2022
"Pan Pacific Recycling Inc",49.204244,-123.089117,331110,"Iron and Steel Mills and Ferroalloy Manufacturing",11.39,10,NA,NA,TRUE,"BC","Richmond",2022
"Amnis Engineering Ltd",49.285482,-123.111849,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"BC","Vancouver",2022
"Kamps Engineering Ltd",49.2793394622887,-123.041048895969,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Vancouver",2022
"RKTG Associates",49.2793394622887,-123.041048895969,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Vancouver",2022
"CPM Consultants Inc",49.281149,-123.115721,541330,"Engineering Services",4.62,20,NA,NA,TRUE,"BC","Vancouver",2022
"Pem Engineers Inc",49.23071,-123.170244,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Vancouver",2022
"Shaun Martin Consulting",49.281183,-123.10438,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Vancouver",2022
"Team Engineering Inc",49.251654,-123.1242,541330,"Engineering Services",1.617,7,NA,NA,TRUE,"BC","Vancouver",2022
"WBM Consulting Engineers",49.283975,-123.091061,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Vancouver",2022
"ALARA Environmental Health",49.251414,-123.067963,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Vancouver",2022
"Petro Act Environmental Cnsltg",49.2793394622887,-123.041048895969,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Vancouver",2022
"Jecth Consultants Inc",49.264075,-123.020393,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Burnaby",2022
"R E Wedding Consultants",49.259507,-122.802501,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"BC","Coquitlam",2022
"Ennova Structural Engineers",49.268264,-123.044301,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Vancouver",2022
"Mainland Information Systems",49.260823,-123.013057,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"BC","Burnaby",2022
"All For One Software",49.26441,-123.12865,541511,"Custom Computer Programming Services",0.414,2,NA,NA,TRUE,"BC","Vancouver",2022
"Agile Project Solutions Inc",49.264023,-123.058597,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"BC","Vancouver",2022
"Caracal Technologies Inc",49.268247,-123.102885,541511,"Custom Computer Programming Services",2.484,12,NA,NA,TRUE,"BC","Vancouver",2022
"Akcelerant Inc",49.20418,-123.133238,541511,"Custom Computer Programming Services",4.14,20,NA,NA,TRUE,"BC","Vancouver",2022
"Linux Server Specialists",49.2216617,-123.0046153,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"BC","Burnaby",2022
"Myra Systems Corp",49.287489,-123.118804,541511,"Custom Computer Programming Services",2.07,10,NA,NA,TRUE,"BC","Vancouver",2022
"O A Solutions Inc",49.287924,-123.121584,541511,"Custom Computer Programming Services",2.07,10,NA,NA,TRUE,"BC","Vancouver",2022
"Resonance Software Inc",49.208411,-122.977255,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"BC","Burnaby",2022
"AAA Pro Restorations",49.2908897,-123.1344023,331110,"Iron and Steel Mills and Ferroalloy Manufacturing",2.278,2,NA,NA,TRUE,"BC","Vancouver",2022
"Echelon Engineering Inc",49.2793394622887,-123.041048895969,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Vancouver",2022
"Callaghan Engineering-Project",44.055473,-64.710851,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"NS","Brooklyn",2022
"Glade Materials Testing Ltd",49.3932101,-117.5326821,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"BC","Castlegar",2022
"Klohn Crippen Berger Ltd",49.3092646,-117.6596389,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Castlegar",2022
"Fire Tech Fire Protection Inc",53.555799,-113.342059,541330,"Engineering Services",11.55,50,NA,NA,TRUE,"AB","Sherwood Park",2022
"Kodiak Engineering Ltd",53.5156964,-113.343443,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"AB","Sherwood Park",2022
"Wim Consulting",53.536571,-113.277023,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"AB","Sherwood Park",2022
"Information Business Consult",53.5409872,-113.3225815,541511,"Custom Computer Programming Services",0.414,2,NA,NA,TRUE,"AB","Sherwood Park",2022
"Nisku Sewage Transfer Station",53.309976,-113.532849,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"AB","Nisku",2022
"Propak Systems",55.167026,-118.846098,541330,"Engineering Services",1.848,18,NA,2,FALSE,"AB","Grande Prairie",2022
"ICONIX Waterworks",55.168742,-118.810833,333310,"Commercial and Service Industry Machinery Manufact",1.232,4,NA,2,FALSE,"AB","Grande Prairie",2022
"Fleetwood Consulting",55.158239,-118.839579,541330,"Engineering Services",6.93,30,NA,NA,TRUE,"AB","Grande Prairie",2022
"Barlow Surveying Inc",58.198555,-116.41071,541370,"Surveying and Mapping (except Geophysical) Service",0.735,5,NA,NA,TRUE,"AB","La Crete",2022
"Cicon Engineering",53.649428,-113.598048,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"AB","St. Albert",2022
"Commsult Engineering Ltd",53.635886,-113.622979,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"AB","St. Albert",2022
"G T Planning",53.6401851507779,-113.622561649717,541370,"Surveying and Mapping (except Geophysical) Service",0.735,5,NA,NA,TRUE,"AB","St. Albert",2022
"Comfort Heating 1981 Ltd",53.650556,-113.631876,541330,"Engineering Services",13.86,60,NA,NA,TRUE,"AB","St. Albert",2022
"Project Resources Ltd",53.506805,-113.979847,541330,"Engineering Services",2.079,9,NA,NA,TRUE,"AB","Stony Plain",2022
"Coral Engineering Ltd",52.54552,-110.11197,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"AB","Provost",2022
"Integrity Land Inc",53.706527,-113.2191,541370,"Surveying and Mapping (except Geophysical) Service",1.911,13,NA,NA,TRUE,"AB","Fort Saskatchewan",2022
"Precision Fire Protection Ltd",49.236397,-123.081035,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"BC","Vancouver",2022
"ECPAC International Inc",49.233039,-123.187182,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"BC","Vancouver",2022
"Compucom Solutions Inc",49.211379,-122.917925,541511,"Custom Computer Programming Services",0.828,3,NA,NA,TRUE,"BC","New Westminster",2022
"Bergen Information Svc",49.274554,-122.984385,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"BC","Burnaby",2022
"G R Cooper Consulting Svc Inc",49.274358,-122.97551,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"BC","Burnaby",2022
"IMS Resources Ltd",49.264075,-123.020393,541370,"Surveying and Mapping (except Geophysical) Service",1.176,8,NA,NA,TRUE,"BC","Burnaby",2022
"Paramount Commerce",49.2048429,-123.01032,541511,"Custom Computer Programming Services",20.7,100,NA,NA,TRUE,"BC","Burnaby",2022
"Commodore's Boats Ltd",49.164106,-122.988834,336612,"Boat Building",0.594,3,NA,NA,TRUE,"BC","Richmond",2022
"Rocky Mountain Systems Inc",49.283725,-123.119696,541511,"Custom Computer Programming Services",1.242,6,NA,NA,TRUE,"BC","Vancouver",2022
"Continental Land Plan Ltd",49.199882,-123.014362,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"BC","Burnaby",2022
"Cowan Consulting",49.253177,-123.036766,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"BC","Vancouver",2022
"Gesus Enterprises Inc",49.2297022,-123.0031899,331110,"Iron and Steel Mills and Ferroalloy Manufacturing",5.695,5,NA,NA,TRUE,"BC","Burnaby",2022
"Phoeniix Systems",49.260823,-123.013057,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"BC","Burnaby",2022
"LANCASHIRE Finance",49.2849127,-123.1118547,541511,"Custom Computer Programming Services",62.1,300,NA,NA,TRUE,"BC","Vancouver",2022
"Knowledgetech Consulting",49.275012,-123.122465,541511,"Custom Computer Programming Services",20.7,100,NA,NA,TRUE,"BC","Vancouver",2022
"Cam-Cor Surveys Ltd",49.0477877,-122.4784051,541370,"Surveying and Mapping (except Geophysical) Service",0.441,3,NA,NA,TRUE,"BC","Aldergrove",2022
"Fire & Safety Systems",49.283725,-123.119696,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Vancouver",2022
"Northwest Networks Ltd",49.035664,-122.779067,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"BC","Surrey",2022
"Guide Productions Inc",49.287574,-123.120784,541511,"Custom Computer Programming Services",0.414,2,NA,NA,TRUE,"BC","Vancouver",2022
"Mint Records Inc",49.280444,-123.114578,334610,"Manufacturing and Reproducing Magnetic and Optical",1.568,7,NA,NA,TRUE,"BC","Vancouver",2022
"SNC-LAVALIN Inc",49.287644,-123.120068,541330,"Engineering Services",5.775,25,NA,NA,TRUE,"BC","Vancouver",2022
"Ngrain Canada Corp",49.2726088,-123.1464906,541511,"Custom Computer Programming Services",20.7,100,NA,NA,TRUE,"BC","Vancouver",2022
"Cita",49.178774,-123.154527,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"BC","Richmond",2022
"Spot Solutions",49.2848766,-123.0954274,541511,"Custom Computer Programming Services",2.898,14,NA,NA,TRUE,"BC","Vancouver",2022
"Virtual Perception Systems Inc",49.282669,-123.118082,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"BC","Vancouver",2022
"Electric Power Equipment Ltd",49.2752,-123.123304,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"BC","Vancouver",2022
"Summit Power Management Inc",49.270175,-123.167798,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"BC","Vancouver",2022
"Uniques Software Corp",49.281645,-123.124712,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"BC","Vancouver",2022
"G S Sayers Engineering Ltd",49.278996,-123.127115,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"BC","Vancouver",2022
"Wyllie & Norrish Rock Engrs",49.276673,-123.129,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Vancouver",2022
"Softlanding Network Solutions",49.276673,-123.129,541511,"Custom Computer Programming Services",3.312,16,NA,NA,TRUE,"BC","Vancouver",2022
"Embassy Visual Effects Inc",49.264767,-123.109148,541511,"Custom Computer Programming Services",5.175,25,NA,NA,TRUE,"BC","Vancouver",2022
"Moffatt & Nichol Engrs Corp",49.263445,-123.121185,541330,"Engineering Services",5.544,24,NA,NA,TRUE,"BC","Vancouver",2022
"Backbone Technology Inc",49.260916,-122.994445,541511,"Custom Computer Programming Services",3.105,15,NA,NA,TRUE,"BC","Burnaby",2022
"Its Automation & Controls",49.135942,-123.01223,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"BC","Delta",2022
"Tidal Photonics Inc",49.263852,-123.144603,333310,"Commercial and Service Industry Machinery Manufact",0.572,2,NA,NA,TRUE,"BC","Vancouver",2022
"Donaldson Engineering Ltd",49.272724,-123.160049,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"BC","Vancouver",2022
"EMC Corp",49.2879545,-123.1196648,541511,"Custom Computer Programming Services",2.07,10,NA,NA,TRUE,"BC","Vancouver",2022
"Process Simulations",49.257378,-123.238197,541511,"Custom Computer Programming Services",2.07,10,NA,NA,TRUE,"BC","Vancouver",2022
"RDH Building Engineering Ltd",49.259646,-123.010849,541330,"Engineering Services",23.1,100,NA,NA,TRUE,"BC","Burnaby",2022
"Designed Steel Structures Inc",49.2793394622887,-123.041048895969,331110,"Iron and Steel Mills and Ferroalloy Manufacturing",22.78,20,NA,NA,TRUE,"BC","Vancouver",2022
"Field Mice Computer Consulting",49.2793394622887,-123.041048895969,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"BC","Vancouver",2022
"M Slinn Engineering",49.2793394622887,-123.041048895969,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Vancouver",2022
"Owltech Network Consulting Inc",49.2793394622887,-123.041048895969,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"BC","Vancouver",2022
"Stormwater Management Inc",49.284075,-123.11579,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"BC","Vancouver",2022
"Erdevicki Structural Engnrng",49.2793394622887,-123.041048895969,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Vancouver",2022
"Baker-West Inspctn Engrng Ltd",49.265551,-123.106745,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"BC","Vancouver",2022
"Ralex Instruments & Controls",56.2725,-120.945,334610,"Manufacturing and Reproducing Magnetic and Optical",0.422,1,NA,NA,TRUE,"BC","Charlie Lake",2022
"Peace Canyon Generating",56.299923,-121.564521,541330,"Engineering Services",4.62,20,NA,NA,TRUE,"BC","Hudson's Hope",2022
"Golder Associates",56.241683091001,-120.837935857405,541330,"Engineering Services",5.313,23,NA,2,FALSE,"BC","Fort St. John",2022
"Donald R Smith Office",56.3051199,-121.0053388,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"BC","Fort St. John",2022
"Muddy River Technologies Inc",49.135135,-123.027236,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"BC","Delta",2022
"Recol Engineering Ltd",49.099747,-122.865979,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"BC","Surrey",2022
"Bansal & Assoc",49.1412418,-122.8656061,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"BC","Surrey",2022
"BPA Building Performance",49.038954,-122.790522,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Surrey",2022
"Vito Steel Boat & Barge Constr",49.133915,-122.891069,336611,"Ship Building and Repairing",0.222,1,NA,NA,TRUE,"BC","Delta",2022
"Pacific Coast Oral Surgery",49.1845445,-122.8025894,541511,"Custom Computer Programming Services",0.137,1,NA,NA,TRUE,"BC","Surrey",2022
"Sidhu Engineering Inc",49.154691,-122.80408,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"BC","Surrey",2022
"Jain Consultant Intl Inc",49.2528028,-123.0108576,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","Burnaby",2022
"Realistic Computer Solutions",49.34922,-123.266415,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"BC","West Vancouver",2022
"Weld Spec Engineering Ltd",49.332449,-123.155673,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","West Vancouver",2022
"Trans Marine Surveying",49.323802,-122.998623,541370,"Surveying and Mapping (except Geophysical) Service",0.441,3,NA,NA,TRUE,"BC","North Vancouver",2022
"6th Field Engineer Squadron",49.322862,-123.084717,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"BC","North Vancouver",2022
"GROUND-IT.COM CONSULTING LTD",49.324046,-122.958986,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"BC","North Vancouver",2022
"QED Engineering Assoc Inc",49.335108,-123.027404,541330,"Engineering Services",1.386,6,NA,NA,TRUE,"BC","North Vancouver",2022
"Vancouver Drydock",49.309404,-123.075485,336611,"Ship Building and Repairing",11.1,50,NA,2,FALSE,"BC","North Vancouver",2022
"Noc Corp",49.186165,-123.073373,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"BC","Richmond",2022
"Canada West Construction Ltd",49.2878064,-123.1238461,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"BC","Vancouver",2022
"Tideland Signal Canada Ltd",49.167589,-122.98902,334511,"Search, Detection, Navigation, Guidance, Aeronauti",0.742,2,NA,NA,TRUE,"BC","Richmond",2022
"Hospitality Designs",49.124773,-123.097444,333310,"Commercial and Service Industry Machinery Manufact",18.48,60,NA,NA,TRUE,"BC","Richmond",2022
"Active Aerospace Inc",49.178774,-123.154527,334511,"Search, Detection, Navigation, Guidance, Aeronauti",8.533,23,NA,NA,TRUE,"BC","Richmond",2022
"A D Microcircuit Computer Svc",49.2164828319767,-123.134060013566,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"BC","Richmond",2022
"IRC Building Sciences Group",49.1696771,-123.0243757,541330,"Engineering Services",3.927,17,NA,NA,TRUE,"BC","Richmond",2022
"A & T Systems Inc",49.1967493,-123.0954733,541511,"Custom Computer Programming Services",2.277,11,NA,NA,TRUE,"BC","Richmond",2022
"Fine Art Lighting Ltd",49.1876438,-123.0825649,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"BC","Richmond",2022
"Water Technology",43.52457,-81.516805,333310,"Commercial and Service Industry Machinery Manufact",0.616,2,NA,NA,TRUE,"ON","Brucefield",2022
"Marcole Executive Ltd",43.734566,-81.722591,541511,"Custom Computer Programming Services",0.414,2,NA,NA,TRUE,"ON","Goderich",2022
"Mallory Computer Svc Ltd",43.83554,-78.990289,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"ON","Ajax",2022
"Interlocking Sealing Spec",43.8413033159498,-79.0218852806452,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Ajax",2022
"Earth Tech",43.8413033159498,-79.0218852806452,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","Ajax",2022
"Al's Contracting",43.833977,-79.031828,331110,"Iron and Steel Mills and Ferroalloy Manufacturing",1.139,1,NA,NA,TRUE,"ON","Ajax",2022
"Noranco Inc",43.7775715,-79.567936,334511,"Search, Detection, Navigation, Guidance, Aeronauti",44.52,120,NA,NA,TRUE,"ON","Woodbridge",2022
"Bel Con Engineering Ltd",44.148445,-79.239165,541330,"Engineering Services",1.155,5,NA,NA,TRUE,"ON","Uxbridge",2022
"Pump House",44.074628,-78.176384,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"ON","Baltimore",2022
"National Computer Pros",43.766332,-79.412255,541511,"Custom Computer Programming Services",1.035,5,NA,NA,TRUE,"ON","North York",2022
"IDL Projects Ltd",43.7284135,-79.41806,541330,"Engineering Services",0.231,1,NA,NA,TRUE,"ON","North York",2022
"Platinum Legal Inc",43.651481,-79.381604,541511,"Custom Computer Programming Services",6.21,30,NA,NA,TRUE,"ON","Toronto",2022
"GIT",43.650382,-79.384286,541511,"Custom Computer Programming Services",1.656,8,NA,NA,TRUE,"ON","Toronto",2022
"Global Data Vaulting Inc",43.706577,-79.347015,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"ON","Toronto",2022
"Canmark Technologies Ltd",43.7255894,-79.3334043,541370,"Surveying and Mapping (except Geophysical) Service",1.176,8,NA,NA,TRUE,"ON","North York",2022
"R Saldanha & Assoc Inc",43.757473,-79.528143,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","North York",2022
"C B Fairn & Assoc Ltd",43.738899,-79.362885,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","North York",2022
"Redhat Canada Ltd",43.708101,-79.398604,541330,"Engineering Services",1.848,8,NA,NA,TRUE,"ON","Toronto",2022
"Procom Consultants Group Ltd",43.708101,-79.398604,541511,"Custom Computer Programming Services",33.12,160,NA,NA,TRUE,"ON","Toronto",2022
"Smith & Andersen",43.76279,-79.405696,541330,"Engineering Services",57.75,250,NA,NA,TRUE,"ON","North York",2022
"Aegis Engineering Ltd",43.787618,-79.3288005,541330,"Engineering Services",0.924,4,NA,NA,TRUE,"ON","North York",2022
"Orion Computer Svc Inc",43.747807330355,-79.3047050707466,541511,"Custom Computer Programming Services",1.035,3,NA,NA,TRUE,"ON","Toronto",2022
"Custom Power Engineering",43.7737975,-79.376676,541330,"Engineering Services",0.693,3,NA,NA,TRUE,"ON","North York",2022
"Henry J Gerrits Surveying Ltd",43.747807330355,-79.3047050707466,541370,"Surveying and Mapping (except Geophysical) Service",0.735,5,NA,NA,TRUE,"ON","Toronto",2022
"B A Mc Ewen & Assoc Ltd",43.80558,-79.193855,541330,"Engineering Services",2.31,10,NA,NA,TRUE,"ON","Scarborough",2022
"Synnetra Corp",43.642075,-79.374584,541511,"Custom Computer Programming Services",0.207,1,NA,NA,TRUE,"ON","Toronto",2022
"Computer Sciences Corp",43.661029,-79.384792,541511,"Custom Computer Programming Services",0.828,4,NA,NA,TRUE,"ON","Toronto",2022
"Acres International Ltd",43.375142,-79.81281,541330,"Engineering Services",1.617,7,NA,NA,TRUE,"ON","Burlington",2022
"Zeton Inc",43.3799041,-79.7581329,541330,"Engineering Services",27.72,120,NA,NA,TRUE,"ON","Burlington",2022
"Industrial System Arts Inc",43.32926,-79.802937,541330,"Engineering Services",0.462,2,NA,NA,TRUE,"ON","Burlington",2022
"Grantek Systems Integration",43.373085,-79.772548,541330,"Engineering Services",17.556,76,NA,NA,TRUE,"ON","Burlington",2022
