"CONAME","lat","long","NAICS6","NAICSD","sales_M","employees","PUBPRV","HDBRCH","STATE","STCITY","year"
"Patenaude Trempe Inc",45.665405,-73.38258,541330,"Engineering Services",2.541,11,NA,NA,"QC","Varennes",2022
"Groupe Abs",45.205117,-73.653262,541330,"Engineering Services",11.55,50,NA,NA,"QC","Saint-Remi",2022
"Groupe-Conseil Inc",45.484921,-73.439383,541330,"Engineering Services",0.693,3,NA,NA,"QC","Saint-Hubert",2022
"AMEC Foster Wheeler",48.4435455,-89.2470705,541330,"Engineering Services",0.693,3,NA,NA,"ON","Thunder Bay",2022
"Todd Lowey & Assoc Ltd",48.397686,-89.251213,541330,"Engineering Services",0.462,2,NA,NA,"ON","Thunder Bay",2022
"Groupe Conseil Graf",48.423979,-71.041919,541330,"Engineering Services",4.389,19,NA,NA,"QC","Chicoutimi",2022
"Norgeco Inc",48.421314,-71.265621,541330,"Engineering Services",0.693,3,NA,NA,"QC","Jonquiere",2022
"Norgeco Inc",48.373031,-71.069254,541330,"Engineering Services",1.617,7,NA,NA,"QC","Chicoutimi",2022
"Enterprises Sogersol Inc",48.399968,-71.101817,541330,"Engineering Services",2.31,10,NA,NA,"QC","Chicoutimi",2022
"Stantec",48.40935,-71.091016,541330,"Engineering Services",6.93,30,NA,NA,"QC","Chicoutimi",2022
"Marenco Engineering Ltd",47.760904,-53.983427,541330,"Engineering Services",1.617,7,NA,NA,"NL","Arnolds Cove",2022
"ELIRIS Inc",46.506999,-84.325872,541330,"Engineering Services",0.693,3,NA,NA,"ON","Sault Ste. Marie",2022
"Aleo Associates Inc",42.3245368,-83.0129489,541330,"Engineering Services",1.848,8,NA,NA,"ON","Windsor",2022
"Gs Engineering Consultants Inc",42.263989,-82.964363,541330,"Engineering Services",1.848,8,NA,NA,"ON","Windsor",2022
"Beckar Engineering Ltd",42.263989,-82.964363,541330,"Engineering Services",2.31,10,NA,NA,"ON","Windsor",2022
"Design Systems Canada Ltd",42.282295,-82.968456,541330,"Engineering Services",6.93,30,NA,NA,"ON","Windsor",2022
"Intercad Services Ltd",49.264559,-123.130998,541330,"Engineering Services",5.544,24,NA,NA,"BC","Vancouver",2022
"Bogdonov Pao Assoc Ltd",49.264623,-123.142885,541330,"Engineering Services",5.082,22,NA,NA,"BC","Vancouver",2022
"Lawsin Form Design",49.250922,-122.915102,541330,"Engineering Services",1.617,7,NA,NA,"BC","Burnaby",2022
"Prutton Engineering Ltd",49.288535,-123.123133,541330,"Engineering Services",0.462,2,NA,NA,"BC","Vancouver",2022
"SKS Engineering",49.258423,-123.026096,541330,"Engineering Services",4.62,20,NA,NA,"BC","Vancouver",2022
"Tnai Engineering Ltd",49.264861,-123.112168,541330,"Engineering Services",3.465,15,NA,NA,"BC","Vancouver",2022
"Vernon Gavin Engineering Ltd",49.280352,-122.982361,541330,"Engineering Services",0.231,1,NA,NA,"BC","Burnaby",2022
"PEC Engineering Inc",49.221797,-122.98009,541330,"Engineering Services",0.924,4,NA,NA,"BC","Burnaby",2022
"P Y & Assoc Engineering Ltd",49.280716,-123.056605,541330,"Engineering Services",0.693,3,NA,NA,"BC","Vancouver",2022
"Weiler Smith Bowers Consultant",49.264054,-123.019654,541330,"Engineering Services",8.085,35,NA,NA,"BC","Burnaby",2022
"Form 3 Design Inc",49.2848766,-123.0954274,541330,"Engineering Services",2.31,10,NA,NA,"BC","Vancouver",2022
"Mc Lean Engineering Inc",49.274358,-122.97551,541330,"Engineering Services",0.462,2,NA,NA,"BC","Burnaby",2022
"GHL Consultants Ltd",49.284648,-123.114909,541330,"Engineering Services",3.696,16,NA,NA,"BC","Vancouver",2022
"Qca Systems Ltd",49.264321,-123.125516,541330,"Engineering Services",0.693,3,NA,NA,"BC","Vancouver",2022
"Resonance TJL Inc",45.500723,-73.676055,541330,"Engineering Services",0.462,2,NA,NA,"QC","Saint-Laurent",2022
"Sound Design & Construction",45.486291,-73.640769,541330,"Engineering Services",0.231,1,NA,NA,"QC","Montreal",2022
"Tier2 Technologies",51.086745,-114.0116,541330,"Engineering Services",1.155,5,NA,NA,"AB","Calgary",2022
"Derome Denis",45.477913,-73.634567,541330,"Engineering Services",1.848,8,NA,NA,"QC","Hampstead",2022
"Consultants Carpian Inc",45.488607,-73.71045,541330,"Engineering Services",1.617,7,NA,NA,"QC","Saint-Laurent",2022
"GMAT Ltee",45.483188,-73.58061,541330,"Engineering Services",2.772,12,NA,NA,"QC","Montreal",2022
"Mercotek Inc Societe D'Experts",45.462902,-73.627204,541330,"Engineering Services",0.924,4,NA,NA,"QC","Montreal",2022
"Monspec",45.504822,-73.664273,541330,"Engineering Services",1.617,7,NA,NA,"QC","Mont-Royal",2022
"Paolucci Jean C & Associes",45.522633,-73.642894,541330,"Engineering Services",0.462,2,NA,NA,"QC","Mont-Royal",2022
"GIE Group",45.473146,-73.708188,541330,"Engineering Services",6.93,30,NA,NA,"QC","Saint-Laurent",2022
"Consultant S Leo Inc",45.580943,-73.64143,541330,"Engineering Services",0.462,2,NA,NA,"QC","Montreal-Nord",2022
"M Saban Conseillers Inc",45.502814,-73.555249,541330,"Engineering Services",1.386,6,NA,NA,"QC","Montreal",2022
"R Hamel Yves & Assoc",45.489387,-73.565839,541330,"Engineering Services",3.465,15,NA,NA,"QC","Montreal",2022
"Safety First Prevention",45.5000583,-73.4462477,541330,"Engineering Services",11.55,50,NA,NA,"QC","Saint-Hubert",2022
"Hydro-Filcon Canada Inc",45.494529,-73.637534,541330,"Engineering Services",0.693,3,NA,NA,"QC","Montreal",2022
"Bouthillette Parizeau",45.538333,-73.641161,541330,"Engineering Services",138.6,600,NA,NA,"QC","Montreal",2022
"A J Galati Developments",43.8075103,-79.5574852,541330,"Engineering Services",2.31,7,NA,NA,"ON","Woodbridge",2022
"Picco Engineering",43.8155818,-79.5291055,541330,"Engineering Services",3.465,15,NA,NA,"ON","Concord",2022
"Urban Ecosystems Ltd",43.7766399,-79.5446308,541330,"Engineering Services",1.848,8,NA,NA,"ON","Woodbridge",2022
"Paradigm Engineering Group Inc",43.818052,-79.236968,541330,"Engineering Services",1.617,7,NA,NA,"ON","Scarborough",2022
"Gescon-Shaffir Structural",43.729742,-79.482614,541330,"Engineering Services",0.693,3,NA,NA,"ON","North York",2022
"Hastings Boulding Correia",43.527505,-79.718796,541330,"Engineering Services",0.693,3,NA,NA,"ON","Mississauga",2022
"Nitsch & Saldanha Inc",43.761989,-79.354233,541330,"Engineering Services",0.924,4,NA,NA,"ON","North York",2022
"Fleck Chemical Industries Ltd",43.789454,-79.235386,541330,"Engineering Services",0.693,3,NA,NA,"ON","Scarborough",2022
"Orillia Engineering Assoc Ltd",43.800827,-79.156316,541330,"Engineering Services",0.231,1,NA,NA,"ON","Scarborough",2022
"Vanco Structural Svc",43.796365,-79.325314,541330,"Engineering Services",0.231,1,NA,NA,"ON","Scarborough",2022
"Bremner Engineering & Constr",51.076571,-115.327917,541330,"Engineering Services",5.775,25,NA,NA,"AB","Canmore",2022
"Engineering Limited",55.20956,-119.42729,541330,"Engineering Services",0.693,3,NA,NA,"AB","Beaverlodge",2022
"Cold Creek Enterprises Ltd",50.92849,-114.037034,541330,"Engineering Services",0.231,1,NA,NA,"AB","Calgary",2022
"AECOM",50.989881,-114.042531,541330,"Engineering Services",23.1,100,NA,NA,"AB","Calgary",2022
"Kopp Engineering Corp",51.048108,-114.15076,541330,"Engineering Services",0.231,1,NA,NA,"AB","Calgary",2022
"M & B Technical Testing Svc",50.950093,-113.975023,541330,"Engineering Services",2.31,10,NA,NA,"AB","Calgary",2022
"Tuxtla Gas Engineering Ltd",51.0306314,-114.0717669,541330,"Engineering Services",4.389,19,NA,NA,"AB","Calgary",2022
"North of 60 Engineering Ltd",51.030254,-114.063825,541330,"Engineering Services",0.462,2,NA,NA,"AB","Calgary",2022
"Degolyer & Macnaughton Canada",51.047436,-114.068122,541330,"Engineering Services",5.544,24,NA,NA,"AB","Calgary",2022
"Southwell Trapp & Assoc Ltd",51.106329,-114.037711,541330,"Engineering Services",2.772,12,NA,NA,"AB","Calgary",2022
"Llewellyn Design & Consulting",51.002006,-113.981521,541330,"Engineering Services",1.155,5,NA,NA,"AB","Calgary",2022
"Petrostudies Consultants Inc",51.093184,-114.153781,541330,"Engineering Services",0.924,4,NA,NA,"AB","Calgary",2022
"Auriga Design Inc",45.040085,-78.50949,336411,"Aircraft Manufacturing",2.42,4,NA,NA,"ON","Haliburton",2022
"Jarvis Engineering Consultants",49.050612,-122.305693,541330,"Engineering Services",2.079,9,NA,NA,"BC","Abbotsford",2022
"Gruppenberg Services",44.786432,-79.924759,541330,"Engineering Services",1.617,7,NA,NA,"ON","Penetanguishene",2022
"KST Hydrp Electric Engineers",44.8432960510254,-79.3548965454102,541330,"Engineering Services",0.693,3,NA,NA,"ON","Honey Harbour",2022
"Laurentides Experts-Conseils",45.7595499,-74.1000295,541330,"Engineering Services",2.772,12,NA,NA,"QC","Saint-Colomban",2022
"Brosz Technical Svc",43.878728,-79.265544,541330,"Engineering Services",3.696,16,NA,NA,"ON","Markham",2022
"Oasis Engineering",43.849945,-79.364981,541330,"Engineering Services",0.231,1,NA,NA,"ON","Markham",2022
"CSI Engineering Mechanics",43.840188,-79.328367,541330,"Engineering Services",1.617,7,NA,NA,"ON","Markham",2022
"Cole Engineering Group Ltd",43.855933,-79.362062,541330,"Engineering Services",75.075,325,NA,NA,"ON","Markham",2022
"Consumaj Construction Inc",45.6281997,-72.9697764,541330,"Engineering Services",4.62,30,NA,NA,"QC","Saint-Hyacinthe",2022
"Lehmann & Assoc",43.6996546,-79.7991875,541330,"Engineering Services",0.924,4,NA,NA,"ON","Brampton",2022
"Graham Page & Assoc",49.51554,-82.620203,541330,"Engineering Services",0.462,2,NA,NA,"ON","Moonbeam",2022
"Corkum & Jenkins Engineering",45.4454326,-65.9879637,541330,"Engineering Services",0.693,3,NA,NA,"NB","Quispamsis",2022
"Le Groupe Sm Inc",45.3026665,-73.2507715,541330,"Engineering Services",1.386,6,NA,NA,"QC","Saint-Jean-Sur-Richelieu",2022
"H K Mittal & Assoc",52.091289,-106.650301,541330,"Engineering Services",0.693,3,NA,NA,"SK","Saskatoon",2022
"Langtree Controls Ltd",42.9683683,-82.374881,541330,"Engineering Services",15.015,65,NA,NA,"ON","Sarnia",2022
"Tetra Tech Canada",45.398018,-72.727706,541330,"Engineering Services",3.465,15,NA,NA,"QC","Granby",2022
"Christian Drolet Consultant",46.698406,-71.272377,541330,"Engineering Services",1.155,5,NA,NA,"QC","Levis",2022
"Stantec",46.750015,-71.238417,541330,"Engineering Services",12.705,55,NA,NA,"QC","Levis",2022
"Cib Groupe Conseil Inc",46.802426,-71.251897,541330,"Engineering Services",1.386,6,NA,NA,"QC","Quebec",2022
"Groupe Conseil SID Inc",46.7578355,-71.2923023,541330,"Engineering Services",3.927,17,NA,NA,"QC","Quebec",2022
"Groupe Cyan Inc",46.721682,-71.200985,541330,"Engineering Services",0.693,3,NA,NA,"QC","Levis",2022
"Soletudes Inc",46.896637,-71.206127,541330,"Engineering Services",0.231,1,NA,NA,"QC","Quebec",2022
"Consultants Jean Coulombe",45.388889,-71.948782,541330,"Engineering Services",1.617,7,NA,NA,"QC","Sherbrooke",2022
"L Stoch & Assoc",43.547981,-79.699245,541330,"Engineering Services",0.231,1,NA,NA,"ON","Mississauga",2022
"Land-Pro Engineering",43.659334,-79.602249,541330,"Engineering Services",1.155,5,NA,NA,"ON","Mississauga",2022
"RCM Technologies Canada Corp",43.596981,-79.733734,541330,"Engineering Services",6.237,27,NA,NA,"ON","Mississauga",2022
"Pharaohs Engineering Ltd",43.600006,-79.630561,541330,"Engineering Services",0.462,2,NA,NA,"ON","Mississauga",2022
"XCG Consultants Ltd",43.5159675,-79.685485,541330,"Engineering Services",5.775,25,NA,NA,"ON","Oakville",2022
"Weldon Engineering",43.592526,-79.772141,541330,"Engineering Services",2.31,10,NA,NA,"ON","Mississauga",2022
"Arencon Inc",43.604245,-79.576535,541330,"Engineering Services",3.234,14,NA,NA,"ON","Mississauga",2022
"Boulevard Transportation Group",48.4490149,-123.4994632,541330,"Engineering Services",2.079,9,NA,NA,"BC","Victoria",2022
"Wells Klein Consulting Group",48.525235,-123.371241,541330,"Engineering Services",0.492,3,NA,NA,"BC","Victoria",2022
"M E Andrews & Assoc Ltd",45.425793,-75.681931,541330,"Engineering Services",1.848,8,NA,NA,"ON","Ottawa",2022
"Dfa Engineering Svc Inc",45.477657,-75.512618,541330,"Engineering Services",1.848,8,NA,NA,"ON","Orleans",2022
"S T Engineering Inc",45.375849,-75.757879,541330,"Engineering Services",0.924,4,NA,NA,"ON","Ottawa",2022
"Brytech Inc",45.450838,-75.652611,541330,"Engineering Services",0.231,1,NA,NA,"ON","Ottawa",2022
"Qualprotech Ottawa Inc",45.385908,-75.615943,541330,"Engineering Services",0.231,1,NA,NA,"ON","Ottawa",2022
"Eurocopter Canada",53.567276,-113.519115,336411,"Aircraft Manufacturing",1.21,2,NA,NA,"AB","Edmonton",2022
"Most Engineering Ltd",53.5117466,-113.3255786,541330,"Engineering Services",0.924,4,NA,NA,"AB","Sherwood Park",2022
"Aedis Consulting Ltd",53.615382,-113.534437,541330,"Engineering Services",0.462,2,NA,NA,"AB","Edmonton",2022
"Froc Engineering Inc",53.5434942,-113.5359661,541330,"Engineering Services",0.693,3,NA,NA,"AB","Edmonton",2022
"Enviro Scan Technologies Inc",53.46339,-113.479721,541330,"Engineering Services",0.693,3,NA,NA,"AB","Edmonton",2022
"Fvb ENERGY Inc",53.5925477,-113.567535,541330,"Engineering Services",3.465,15,NA,NA,"AB","Edmonton",2022
"Polan Design & Development Ltd",53.571636,-113.544547,541330,"Engineering Services",1.617,7,NA,NA,"AB","Edmonton",2022
"Tomcej Engineering Inc",53.5271372,-113.5598017,541330,"Engineering Services",0.693,3,NA,NA,"AB","Edmonton",2022
"Advanced Enviro Engrg Ltd",53.516109,-113.488852,541330,"Engineering Services",1.848,8,NA,NA,"AB","Edmonton",2022
"Auger Groupe Conseil",46.37192,-72.526189,541330,"Engineering Services",5.775,25,NA,NA,"QC","Trois-Rivieres",2022
"Johnston-Vermette Group Cnsl",46.377668,-72.550983,541330,"Engineering Services",17.325,75,NA,NA,"QC","Trois-Rivieres",2022
"Techmec Inc",46.374295,-72.506302,541330,"Engineering Services",0.693,3,NA,NA,"QC","Trois-Rivieres",2022
"Consultants Cmca",45.489254,-73.836221,541330,"Engineering Services",0.231,1,NA,NA,"QC","Dollard-Des-Ormeaux",2022
"Legault Mercier St-Germain",45.388938,-74.014796,541330,"Engineering Services",0.693,3,NA,NA,"QC","Vaudreuil-Dorion",2022
"Curtis Engineering Assoc Ltd",51.076134,-115.321798,541330,"Engineering Services",0.231,1,NA,NA,"AB","Canmore",2022
"Electroservo",43.4524749,-80.4297125,541330,"Engineering Services",0.924,4,NA,NA,"ON","Kitchener",2022
"Wintek Engineering Ltd",43.703847,-79.45243,541330,"Engineering Services",1.155,5,NA,NA,"ON","North York",2022
"Maintenance Engineering Ltd",43.431278,-80.459769,541330,"Engineering Services",2.31,10,NA,NA,"ON","Kitchener",2022
"FDN Foundation Engineering",49.8849,-119.431907,541330,"Engineering Services",0.693,3,NA,NA,"BC","Kelowna",2022
"Quest International Svc",49.8986975,-119.4999125,541330,"Engineering Services",0.693,3,NA,NA,"BC","Kelowna",2022
"Crystalgrit",45.415592,-73.907169,541330,"Engineering Services",1.848,8,NA,NA,"QC","Baie-D'urfe",2022
"Bouthillette Parizeau & Assoc",45.566858,-73.454905,541330,"Engineering Services",1.617,7,NA,NA,"QC","Longueuil",2022
"Groupe VFA Inc",45.5298395,-73.3224721,541330,"Engineering Services",1.155,5,NA,NA,"QC","Saint-Bruno",2022
"Corbeil Conseil",45.518156,-73.497517,541330,"Engineering Services",0.693,3,NA,NA,"QC","Longueuil",2022
"Joe Deom & Assoc",45.38826,-73.717698,541330,"Engineering Services",0.462,2,NA,NA,"QC","Kahnawake",2022
"Sotecma Inc",45.563739,-73.224619,541330,"Engineering Services",2.31,10,NA,NA,"QC","Beloeil",2022
"GSA Search Consultants Inc",44.719322,-63.671757,541330,"Engineering Services",1.617,7,NA,NA,"NS","Bedford",2022
"Rout Engineering",44.64669,-63.576767,541330,"Engineering Services",0.693,3,NA,NA,"NS","Halifax",2022
"Mosher Engineering Ltd",44.652261,-63.576866,541330,"Engineering Services",0.693,3,NA,NA,"NS","Halifax",2022
"Drago Inc",45.522657,-73.877039,541330,"Engineering Services",0.693,3,NA,NA,"QC","Laval",2022
"Peret Industrial Svc",44.1636339,-77.3840288,541330,"Engineering Services",1.617,7,NA,NA,"ON","Belleville",2022
"Encom",44.998301,-75.655835,541330,"Engineering Services",1.155,5,NA,NA,"ON","Kemptville",2022
"Residential Audio Designs",49.865296,-97.115131,541330,"Engineering Services",0.231,1,NA,NA,"MB","Winnipeg",2022
"Photo-Video-Grafix",49.826334,-97.092857,541330,"Engineering Services",0.231,1,NA,NA,"MB","Winnipeg",2022
"DGH Engineering Ltd",50.04847,-97.04809,541330,"Engineering Services",5.082,22,NA,NA,"MB","St Andrews",2022
"Sparham Engineering",49.898962,-97.297948,541330,"Engineering Services",0.231,1,NA,NA,"MB","Winnipeg",2022
"Synertech",49.896618,-97.166062,541330,"Engineering Services",1.617,7,NA,NA,"MB","Winnipeg",2022
"Mageco Lmg",48.412467,-71.187641,541330,"Engineering Services",0.693,3,NA,NA,"QC","Jonquiere",2022
"Equipe Fabconcept Inc",48.373031,-71.069254,541330,"Engineering Services",3.003,13,NA,NA,"QC","Chicoutimi",2022
"Gemel Inc",48.427818,-71.065532,541330,"Engineering Services",4.851,21,NA,NA,"QC","Chicoutimi",2022
"Techno Concept Experts-Cnsls",48.404274,-71.256238,541330,"Engineering Services",0.231,1,NA,NA,"QC","Jonquiere",2022
"Appuitech Inc",48.423048,-71.180242,541330,"Engineering Services",1.155,5,NA,NA,"QC","Jonquiere",2022
"Cove Engineering Ltd",49.315585,-122.952522,541330,"Engineering Services",0.231,1,NA,NA,"BC","North Vancouver",2022
"CBM Engineering Group",49.191298,-123.094253,541330,"Engineering Services",1.617,7,NA,NA,"BC","Richmond",2022
"Emicon Engineering Inc",49.17167,-123.140025,541330,"Engineering Services",1.617,7,NA,NA,"BC","Richmond",2022
"G O Power Inc",49.1665476,-122.9894479,541330,"Engineering Services",2.31,10,NA,NA,"BC","Richmond",2022
"Lex Engineering Ltd",49.197479,-123.099059,541330,"Engineering Services",4.851,21,NA,NA,"BC","Richmond",2022
"C J Roberts & Assoc",49.143479,-123.190581,541330,"Engineering Services",0.462,2,NA,NA,"BC","Richmond",2022
"ABC Grinding Canada Inc",49.172083,-123.163745,541330,"Engineering Services",0.693,3,NA,NA,"BC","Richmond",2022
"Lordis Industries Inc",49.126425,-123.096038,541330,"Engineering Services",0.462,2,NA,NA,"BC","Richmond",2022
"Profor Engineering Svc Ltd",48.381393,-89.247784,541330,"Engineering Services",3.696,16,NA,NA,"ON","Thunder Bay",2022
"Conor Pacific Environmental",48.44187,-89.211202,541330,"Engineering Services",1.155,5,NA,NA,"ON","Thunder Bay",2022
"SNC-LAVALIN Inc",46.090045,-71.301231,541330,"Engineering Services",1.848,8,NA,NA,"QC","Thetford Mines",2022
"Engineering Associates Ltd",46.26382,-63.130876,541330,"Engineering Services",0.693,3,NA,NA,"PE","Charlottetown",2022
"Pen Engineering Ltd",43.160919,-79.243901,541330,"Engineering Services",0.693,3,NA,NA,"ON","St Catharines",2022
"8MA Brais Malouin & Ass Inc",45.481233,-73.6923471,541330,"Engineering Services",4.62,20,NA,NA,"QC","Saint-Laurent",2022
"Caron Beaudoin & Assoc",45.536809,-73.679009,541330,"Engineering Services",4.62,20,NA,NA,"QC","Montreal",2022
"D L Turner Conseillers Inc",45.500594,-73.650521,541330,"Engineering Services",1.386,6,NA,NA,"QC","Montreal",2022
"Kelvin Emtech Group",45.551125,-73.540674,541330,"Engineering Services",6.93,30,NA,NA,"QC","Montreal",2022
"GCM Consultants",45.622963,-73.560165,541330,"Engineering Services",46.2,200,NA,NA,"QC","Anjou",2022
"Dnl Technologies Inc",45.50093,-73.574814,541330,"Engineering Services",1.386,6,NA,NA,"QC","Montreal",2022
"Services Multi-Conseils BD",45.567385,-73.553029,541330,"Engineering Services",1.617,7,NA,NA,"QC","Montreal",2022
"Groupe Seguin Experts-Conseils",45.758628,-73.994742,541330,"Engineering Services",1.617,7,NA,NA,"QC","Saint-Jerome",2022
"Jagadeesh & Assoc Inc",43.120968,-79.099548,541330,"Engineering Services",0.231,1,NA,NA,"ON","Niagara Falls",2022
"Newfoundland Design Assoc Ltd",47.599703,-52.711703,541330,"Engineering Services",4.62,20,NA,NA,"NL","St. John's",2022
"Nova Consultants Inc",47.563092,-52.768648,541330,"Engineering Services",1.155,5,NA,NA,"NL","St. John's",2022
"Johnson Engineered Solutions",45.2555285,-66.076523,541330,"Engineering Services",0.462,2,NA,NA,"NB","Saint John",2022
"Ovotech Inc",45.654193,-72.964049,541330,"Engineering Services",1.848,8,NA,NA,"QC","Saint-Hyacinthe",2022
